Category,Year,Avg Price USD,Units Sold,Dollar Sales UD,YOY % Change
Cleanser,2014,78.93,7996747,"$631,000,000.00",-4.96
Cleanser,2024,19.74,6242705,"$123,000,000.00",-4.13
Cleanser,2023,71.19,7645529,"$544,000,000.00",-1.74
Cleanser,2006,104.41,8992559,"$939,000,000.00",2.66
Cleanser,2001,55.32,3876804,"$214,000,000.00",-1.3
Cleanser,2022,107.46,7956506,"$855,000,000.00",11.5
Cleanser,2012,114.2,1995022,"$228,000,000.00",13.44
Cleanser,2001,106.9,9372361,"$1,000,000,000.00",16.34
Cleanser,2012,63.52,5989148,"$380,000,000.00",2.68
Cleanser,2014,95,7626239,"$725,000,000.00",5.75
Cleanser,2014,31.15,7969339,"$248,000,000.00",15.78
Cleanser,2018,52.39,2291373,"$120,000,000.00",2.41
Cleanser,2021,106.53,7743099,"$825,000,000.00",14.62
Cleanser,2014,119.49,8984599,"$1,070,000,000.00",6.42
Cleanser,2020,18.36,2667085,"$48,978,889.00",-1.9
Cleanser,2016,69,7912438,"$546,000,000.00",6.98
Cleanser,2016,105.46,3506254,"$370,000,000.00",5.16
Cleanser,2009,75.81,4207536,"$319,000,000.00",13.97
Cleanser,2017,48.56,2702900,"$131,000,000.00",13.86
Cleanser,2022,45.63,1325598,"$60,492,244.00",1.6
Cleanser,2007,34.15,3413014,"$117,000,000.00",9.3
Cleanser,2017,87.88,9436622,"$829,000,000.00",16.35
Cleanser,2023,14.47,8774139,"$127,000,000.00",10.78
Cleanser,2003,71.22,1139554,"$81,153,526.00",1.01
Cleanser,2013,44.99,9172129,"$413,000,000.00",5.81
Cleanser,2024,28.88,2438076,"$70,402,333.00",15.3
Cleanser,2021,80.15,5820148,"$467,000,000.00",0.61
Cleanser,2003,28.05,2801950,"$78,589,890.00",-5.21
Cleanser,2003,92.73,5688319,"$527,000,000.00",7.17
Cleanser,2014,54.53,9477925,"$517,000,000.00",11.19
Cleanser,2018,78.79,130724,"$10,300,304.00",6.53
Cleanser,2013,75.53,6054005,"$457,000,000.00",11.75
Cleanser,2005,71.19,1788709,"$127,000,000.00",10.19
Cleanser,2024,96,3865070,"$371,000,000.00",-7.59
Cleanser,2000,10.05,4946999,"$49,707,376.00",-5.67
Cleanser,2001,72.19,3288975,"$237,000,000.00",1.37
Cleanser,2005,54.67,5829222,"$319,000,000.00",15.83
Cleanser,2004,86.62,3715013,"$322,000,000.00",9.17
Cleanser,2020,41.44,1459615,"$60,488,066.00",1.17
Cleanser,2010,110.33,2600705,"$287,000,000.00",7.41
Cleanser,2015,35.91,1972292,"$70,815,980.00",14.51
Cleanser,2016,30.99,7718155,"$239,000,000.00",-5.74
Cleanser,2023,51.34,8530773,"$438,000,000.00",8.54
Cleanser,2021,36.39,5850580,"$213,000,000.00",-2.44
Cleanser,2015,20.23,8632762,"$175,000,000.00",11.24
Cleanser,2020,31.61,458802,"$14,501,355.00",1.03
Cleanser,2009,32.09,2821326,"$90,531,155.00",12.68
Cleanser,2024,16.64,8951073,"$149,000,000.00",-5.09
Cleanser,2002,79.73,9706166,"$774,000,000.00",-6.31
Cleanser,2018,84.54,6718686,"$568,000,000.00",-6.71
Cleanser,2018,80.62,448678,"$36,173,707.00",16.59
Cleanser,2001,83.15,1826101,"$152,000,000.00",6.02
Cleanser,2014,65.32,6280056,"$410,000,000.00",9.56
Cleanser,2020,111.94,5401445,"$605,000,000.00",0.35
Cleanser,2023,117.98,4735241,"$559,000,000.00",12.31
Cleanser,2000,52.43,7688332,"$403,000,000.00",9.31
Cleanser,2022,107.96,5794737,"$626,000,000.00",11.48
Cleanser,2007,52.14,1372576,"$71,569,456.00",-0.7
Cleanser,2002,41.24,1934188,"$79,775,452.00",5.32
Cleanser,2016,77.53,2098866,"$163,000,000.00",15.2
Cleanser,2018,27.94,2328783,"$65,063,502.00",1.71
Cleanser,2018,105.65,8941013,"$945,000,000.00",-3.57
Cleanser,2006,57.14,7498878,"$428,000,000.00",1.98
Cleanser,2009,29.08,4401018,"$128,000,000.00",-1.58
Cleanser,2023,10.57,1272150,"$13,440,861.00",-0.5
Cleanser,2015,69.33,1908645,"$132,000,000.00",13.28
Cleanser,2013,40,9316631,"$373,000,000.00",-7.48
Cleanser,2003,82.28,1039513,"$85,533,225.00",18.02
Cleanser,2022,59,5441961,"$321,000,000.00",-3.14
Cleanser,2020,22.98,2341386,"$53,806,097.00",18.24
Cleanser,2002,28.45,4779994,"$136,000,000.00",1.19
Cleanser,2003,12.68,8494705,"$108,000,000.00",2.58
Cleanser,2015,91.99,8003146,"$736,000,000.00",3.72
Cleanser,2012,75.46,3029218,"$229,000,000.00",0.19
Cleanser,2004,69.61,9917069,"$690,000,000.00",14.33
Cleanser,2017,83.64,7330894,"$613,000,000.00",5.25
Cleanser,2010,60.46,2746630,"$166,000,000.00",11.31
Cleanser,2020,33.79,4471614,"$151,000,000.00",9.31
Cleanser,2013,17.23,5467108,"$94,172,101.00",-1.49
Cleanser,2019,42.24,3935936,"$166,000,000.00",-5.71
Cleanser,2008,81.45,6825085,"$556,000,000.00",18.31
Cleanser,2015,102.96,3440436,"$354,000,000.00",6.68
Cleanser,2015,69.71,3885611,"$271,000,000.00",-0.41
Cleanser,2004,17.98,2690078,"$48,369,195.00",16.33
Cleanser,2006,98.3,8912227,"$876,000,000.00",9.41
Cleanser,2000,47.15,8133483,"$383,000,000.00",14.59
Cleanser,2017,86.15,3314685,"$286,000,000.00",7.78
Cleanser,2024,115.31,1108163,"$128,000,000.00",-6.63
Cleanser,2003,106.38,2401188,"$255,000,000.00",18.2
Cleanser,2007,117.17,8561855,"$1,000,000,000.00",-3.05
Cleanser,2001,103.37,2485360,"$257,000,000.00",-5.16
Cleanser,2005,87.15,2265094,"$197,000,000.00",-5.17
Cleanser,2017,49.57,8222111,"$408,000,000.00",-1.77
Cleanser,2015,47.74,8365328,"$399,000,000.00",-7.3
Cleanser,2010,27.24,8895591,"$242,000,000.00",3.32
Cleanser,2022,82.05,7903810,"$648,000,000.00",-6.69
Cleanser,2020,110,8837088,"$972,000,000.00",-3.41
Cleanser,2004,18.45,9028717,"$167,000,000.00",15.61
Cleanser,2017,105.37,9194833,"$969,000,000.00",-1.74
Cleanser,2007,54.45,4530361,"$247,000,000.00",10.52
Cleanser,2019,89.76,938347,"$84,227,129.00",10.39
Cleanser,2000,41.17,5108658,"$210,000,000.00",18.23
Cleanser,2004,111.1,561643,"$62,400,359.00",-3.3
Cleanser,2002,110.93,521899,"$57,896,222.00",3.09
Cleanser,2024,86.44,3771867,"$326,000,000.00",-5.01
Cleanser,2010,15.67,6215146,"$97,391,732.00",14.97
Cleanser,2010,91.81,3743975,"$344,000,000.00",19.66
Cleanser,2022,111.56,5511316,"$615,000,000.00",-6.89
Cleanser,2022,61.24,5804348,"$355,000,000.00",10.57
Cleanser,2008,22.79,2237610,"$51,002,627.00",-2.35
Cleanser,2020,11.67,5217741,"$60,889,196.00",9.2
Cleanser,2023,14.09,9300724,"$131,000,000.00",11.41
Cleanser,2000,16.83,2573058,"$43,298,967.00",-3.98
Cleanser,2006,53.25,7815171,"$416,000,000.00",-0.35
Exfoliants,2022,20.48,3960045,"$81,117,734.00",0.13
Exfoliants,2016,76.42,9986032,"$763,000,000.00",9.1
Exfoliants,2001,113.35,1662401,"$188,000,000.00",16.31
Exfoliants,2002,59.7,1649789,"$98,492,977.00",-6.25
Exfoliants,2007,62.68,7875829,"$494,000,000.00",18.69
Exfoliants,2006,28.75,6521799,"$188,000,000.00",6.01
Exfoliants,2009,75.28,8217883,"$619,000,000.00",-7.19
Exfoliants,2012,56.06,7635309,"$428,000,000.00",9.01
Exfoliants,2006,42.73,3437866,"$147,000,000.00",15.5
Exfoliants,2006,10.29,9952042,"$102,000,000.00",-1.59
Exfoliants,2001,81.68,8674424,"$709,000,000.00",19.04
Exfoliants,2007,10.97,9145726,"$100,000,000.00",8
Exfoliants,2014,77.39,5281033,"$409,000,000.00",16.97
Exfoliants,2008,62.23,7037024,"$438,000,000.00",4.92
Exfoliants,2011,11.76,3332407,"$39,185,067.00",10.46
Exfoliants,2007,38.04,4316040,"$164,000,000.00",10.71
Exfoliants,2001,68.58,2438390,"$167,000,000.00",4.94
Exfoliants,2011,89.33,7947717,"$710,000,000.00",11.21
Exfoliants,2001,119.43,3390549,"$405,000,000.00",-5.04
Exfoliants,2021,90.8,3244600,"$295,000,000.00",-3.44
Exfoliants,2014,97.1,2490844,"$242,000,000.00",-0.31
Exfoliants,2007,15.22,3056504,"$46,507,312.00",10.94
Exfoliants,2010,41.69,3013674,"$126,000,000.00",14.74
Exfoliants,2009,40.83,1676337,"$68,450,271.00",6.91
Exfoliants,2015,94.22,7697289,"$725,000,000.00",-5.4
Exfoliants,2009,53.49,839192,"$44,892,606.00",-7.4
Exfoliants,2016,78.46,2453860,"$193,000,000.00",2.03
Exfoliants,2022,105.99,6332384,"$671,000,000.00",-3.69
Exfoliants,2021,110.81,9774427,"$1,080,000,000.00",13.32
Exfoliants,2008,32.38,1479509,"$47,899,914.00",-2.91
Exfoliants,2002,61.54,3048188,"$188,000,000.00",-5.9
Exfoliants,2020,102.13,4885661,"$499,000,000.00",-4.61
Exfoliants,2006,115.76,808820,"$93,630,474.00",0.57
Exfoliants,2007,17.79,922959,"$16,415,471.00",-6.48
Exfoliants,2004,24.37,5629397,"$137,000,000.00",5.37
Exfoliants,2022,45.93,8290058,"$381,000,000.00",-4.69
Exfoliants,2001,72.25,3473707,"$251,000,000.00",11.48
Exfoliants,2023,54.73,3195073,"$175,000,000.00",14.91
Exfoliants,2009,51.43,448374,"$23,058,496.00",-6.45
Exfoliants,2012,94.09,1292476,"$122,000,000.00",-2.96
Exfoliants,2017,118.09,4751465,"$561,000,000.00",12.83
Exfoliants,2005,76.41,9922057,"$758,000,000.00",2.96
Exfoliants,2014,108.25,5516260,"$597,000,000.00",-0.69
Exfoliants,2007,31.69,3130088,"$99,184,337.00",5.47
Exfoliants,2007,118.73,298435,"$35,432,884.00",7.49
Exfoliants,2008,64.55,7041977,"$455,000,000.00",18.56
Exfoliants,2008,91.95,8807956,"$810,000,000.00",7.56
Exfoliants,2018,70.65,1686874,"$119,000,000.00",-7.84
Exfoliants,2021,97.17,4420068,"$429,000,000.00",8.66
Exfoliants,2002,62.3,7833173,"$488,000,000.00",1.29
Exfoliants,2014,47.81,617324,"$29,513,704.00",6.85
Exfoliants,2018,104.84,2444566,"$256,000,000.00",-7.28
Exfoliants,2010,66.28,1284642,"$85,146,347.00",-2.9
Exfoliants,2008,49.87,5166687,"$258,000,000.00",2.15
Exfoliants,2002,42.87,7367635,"$316,000,000.00",17.58
Exfoliants,2023,113.32,8073836,"$915,000,000.00",11.46
Exfoliants,2014,67.8,3962806,"$269,000,000.00",18.9
Exfoliants,2002,100.63,3095498,"$311,000,000.00",-2.18
Exfoliants,2017,49.95,153009,"$7,642,864.00",15.91
Exfoliants,2005,62.14,4235930,"$263,000,000.00",-7.32
Exfoliants,2006,97.54,1688918,"$165,000,000.00",1.73
Exfoliants,2017,56.91,3031902,"$173,000,000.00",19.79
Exfoliants,2005,60.73,4533593,"$275,000,000.00",-2.49
Exfoliants,2003,31.47,8038390,"$253,000,000.00",17.32
Exfoliants,2012,84.02,5470279,"$460,000,000.00",-1.23
Exfoliants,2009,86.88,8125801,"$706,000,000.00",6.8
Exfoliants,2021,69.11,8677673,"$600,000,000.00",-1.64
Exfoliants,2010,61.66,6284273,"$387,000,000.00",13.9
Exfoliants,2016,89.64,3429168,"$307,000,000.00",-7.67
Exfoliants,2024,84.18,1559750,"$131,000,000.00",5.57
Exfoliants,2024,79.97,4902896,"$392,000,000.00",3.5
Exfoliants,2018,118.65,3156390,"$375,000,000.00",16.94
Exfoliants,2013,43.61,9725479,"$424,000,000.00",-6.19
Exfoliants,2009,114.61,9935323,"$1,140,000,000.00",8.3
Exfoliants,2013,97.2,6611853,"$643,000,000.00",15.41
Exfoliants,2004,33.86,7465767,"$253,000,000.00",19.24
Exfoliants,2016,110.51,392527,"$43,378,855.00",-2.43
Exfoliants,2014,94.77,6895528,"$653,000,000.00",-3.16
Exfoliants,2001,75.15,6625027,"$498,000,000.00",1.18
Exfoliants,2009,98.42,7524560,"$741,000,000.00",-7.78
Exfoliants,2020,13.07,7273403,"$95,039,528.00",12.94
Exfoliants,2009,38.47,4685319,"$180,000,000.00",3.47
Exfoliants,2007,109.39,8919629,"$976,000,000.00",-0.28
Exfoliants,2005,31.21,4067832,"$127,000,000.00",13.76
Exfoliants,2001,78.16,7408857,"$579,000,000.00",16.08
Exfoliants,2024,79.95,7715981,"$617,000,000.00",7.7
Exfoliants,2010,13.34,3124124,"$41,664,337.00",9.48
Exfoliants,2020,118.05,4049170,"$478,000,000.00",4
Exfoliants,2011,40.43,2871144,"$116,000,000.00",0.23
Exfoliants,2017,95.19,7415522,"$706,000,000.00",12.02
Exfoliants,2019,47.96,4887204,"$234,000,000.00",9.94
Exfoliants,2006,27.65,1081934,"$29,919,514.00",5.78
Exfoliants,2014,21.35,3834080,"$81,871,861.00",-6.2
Exfoliants,2023,57.46,596003,"$34,245,595.00",3.84
Exfoliants,2008,19.86,8808022,"$175,000,000.00",-3.15
Exfoliants,2009,105.9,6987982,"$740,000,000.00",5.84
Exfoliants,2017,96.94,4293319,"$416,000,000.00",-0.26
Exfoliants,2014,84.57,8348886,"$706,000,000.00",-2.16
Exfoliants,2019,54.96,7893776,"$434,000,000.00",17.76
Exfoliants,2004,95.77,3914658,"$375,000,000.00",6.96
Exfoliants,2020,20.96,3394823,"$71,152,168.00",9.08
Exfoliants,2003,57.36,4126752,"$237,000,000.00",5.61
Exfoliants,2007,70.22,7753815,"$544,000,000.00",1.16
Exfoliants,2013,10.33,6842985,"$70,715,949.00",-4.35
Exfoliants,2002,59.78,1266690,"$75,728,208.00",13.09
Exfoliants,2008,83.64,5060388,"$423,000,000.00",15.55
Exfoliants,2007,27.48,2341354,"$64,348,927.00",0.29
Exfoliants,2006,44.56,5026862,"$224,000,000.00",9.2
Exfoliants,2020,16.57,8133062,"$135,000,000.00",15.35
Exfoliants,2007,31.1,543143,"$16,889,703.00",16.72
Exfoliants,2007,50.03,9407205,"$471,000,000.00",9.99
Exfoliants,2000,65.02,5741084,"$373,000,000.00",14.77
Exfoliants,2015,64.71,8773266,"$568,000,000.00",-0.59
Exfoliants,2009,49.56,7470137,"$370,000,000.00",5.25
Exfoliants,2008,65.74,3912979,"$257,000,000.00",11.71
Exfoliants,2001,25.99,4877855,"$127,000,000.00",19.47
Exfoliants,2002,93.44,9544688,"$892,000,000.00",15.97
Exfoliants,2004,41.94,2464246,"$103,000,000.00",12.34
Exfoliants,2001,106.83,2311349,"$247,000,000.00",-6.09
Exfoliants,2009,29.05,2321094,"$67,423,375.00",9.71
Exfoliants,2010,12.1,8486772,"$103,000,000.00",19.23
Exfoliants,2016,60.74,4126071,"$251,000,000.00",5.74
Exfoliants,2021,118.37,1023963,"$121,000,000.00",5.12
Exfoliants,2016,70.2,4498165,"$316,000,000.00",-7.9
Exfoliants,2005,11.8,563803,"$6,654,364.00",0.24
Exfoliants,2009,115.95,7952799,"$922,000,000.00",13.74
Exfoliants,2019,72.11,7579956,"$547,000,000.00",2.65
Exfoliants,2013,89.5,5228753,"$468,000,000.00",19.68
Exfoliants,2018,19.4,3520394,"$68,294,258.00",-7
Exfoliants,2005,17.21,7132576,"$123,000,000.00",-6.78
Exfoliants,2024,111.42,3434939,"$383,000,000.00",12.71
Exfoliants,2004,23.49,3463162,"$81,351,002.00",-0.85
Exfoliants,2003,38.33,2724969,"$104,000,000.00",-5.72
Exfoliants,2020,62.36,6841659,"$427,000,000.00",9.39
Exfoliants,2016,109.15,3709831,"$405,000,000.00",-1.44
Exfoliants,2021,115.54,3435993,"$397,000,000.00",-0.17
Exfoliants,2009,11.62,5704118,"$66,308,088.00",-5.72
Exfoliants,2024,62.14,8555100,"$532,000,000.00",11.9
Exfoliants,2006,93.77,5694128,"$534,000,000.00",-0.7
Exfoliants,2013,29.05,6333198,"$184,000,000.00",5.74
Exfoliants,2018,28.31,9581512,"$271,000,000.00",2.95
Exfoliants,2007,39.84,4047413,"$161,000,000.00",18.32
Exfoliants,2003,91.05,3488340,"$318,000,000.00",7.37
Exfoliants,2008,53.58,5010044,"$268,000,000.00",9.26
Exfoliants,2010,113.76,8677317,"$987,000,000.00",5.61
Exfoliants,2017,105.63,3160140,"$334,000,000.00",6.21
Exfoliants,2016,53.05,4544313,"$241,000,000.00",1.92
Exfoliants,2010,61.09,3962871,"$242,000,000.00",6.94
Exfoliants,2020,85.66,3773559,"$323,000,000.00",1.44
Exfoliants,2013,58.28,7123086,"$415,000,000.00",1.82
Exfoliants,2004,105.24,7385067,"$777,000,000.00",10.66
Exfoliants,2022,41.11,8166972,"$336,000,000.00",15.14
Exfoliants,2017,44.49,1345911,"$59,879,204.00",-2.04
Exfoliants,2013,29.01,947647,"$27,493,381.00",7.62
Exfoliants,2019,25.58,1586034,"$40,568,492.00",18.24
Exfoliants,2005,10.82,3497022,"$37,829,415.00",1.54
Exfoliants,2024,90.92,7508640,"$683,000,000.00",2.37
Exfoliants,2007,50.9,3974555,"$202,000,000.00",15.64
Exfoliants,2022,79.06,8703394,"$688,000,000.00",4.39
Exfoliants,2020,10.59,8300311,"$87,912,325.00",-2.9
Exfoliants,2009,54.02,6504550,"$351,000,000.00",10.5
Exfoliants,2002,107.31,2557194,"$274,000,000.00",0.67
Exfoliants,2000,96.2,8780080,"$845,000,000.00",13.16
Exfoliants,2020,91.93,7652285,"$704,000,000.00",11.14
Exfoliants,2005,77.82,7947455,"$619,000,000.00",13.07
Exfoliants,2015,111,7792108,"$865,000,000.00",13.59
Exfoliants,2007,113.24,4661719,"$528,000,000.00",0.54
Exfoliants,2010,51.94,4449495,"$231,000,000.00",17.73
Exfoliants,2002,21.94,8833834,"$194,000,000.00",-1.25
Exfoliants,2012,95.86,3003643,"$288,000,000.00",-6.23
Exfoliants,2021,106.28,6983552,"$742,000,000.00",4.31
Exfoliants,2004,102.43,9157443,"$938,000,000.00",8.09
Exfoliants,2018,68.11,8859218,"$603,000,000.00",10.09
Exfoliants,2017,12.81,5697104,"$72,997,970.00",10.52
Exfoliants,2007,103.05,3034905,"$313,000,000.00",17.8
Exfoliants,2011,35.57,9626975,"$342,000,000.00",18.27
Exfoliants,2001,97.71,1022618,"$99,924,512.00",-7.46
Exfoliants,2002,111.76,8595238,"$961,000,000.00",0.85
Exfoliants,2023,23.55,3527940,"$83,083,475.00",0.08
Exfoliants,2011,114.02,853822,"$97,355,122.00",13.25
Exfoliants,2006,63.1,9323287,"$588,000,000.00",-4.41
Exfoliants,2007,105.62,5263970,"$556,000,000.00",14.81
Exfoliants,2006,66.68,7484135,"$499,000,000.00",17.97
Exfoliants,2024,107.04,3820393,"$409,000,000.00",6.88
Exfoliants,2023,36.29,5148088,"$187,000,000.00",9.5
Exfoliants,2016,68.87,1383260,"$95,266,872.00",7.58
Exfoliants,2022,79.48,750717,"$59,667,125.00",-0.22
Exfoliants,2014,93.94,6367543,"$598,000,000.00",12.24
Exfoliants,2018,64.07,3854612,"$247,000,000.00",3.92
Exfoliants,2007,96.05,5249337,"$504,000,000.00",9.33
Exfoliants,2011,60.17,1861166,"$112,000,000.00",15.46
Exfoliants,2020,90.34,3751480,"$339,000,000.00",12.68
Exfoliants,2012,59.77,9580702,"$573,000,000.00",17.05
Exfoliants,2021,32.27,5997398,"$194,000,000.00",1.41
Exfoliants,2004,50.51,3722991,"$188,000,000.00",-4.06
Exfoliants,2017,35.17,1113895,"$39,177,112.00",2.39
Exfoliants,2001,17.91,9834095,"$176,000,000.00",-6.18
Exfoliants,2003,36.65,774503,"$28,384,979.00",10.61
Exfoliants,2020,10.88,4089106,"$44,472,401.00",10.85
Exfoliants,2003,109.41,2012024,"$220,000,000.00",11.41
Exfoliants,2002,71.39,9963635,"$711,000,000.00",13.22
Exfoliants,2023,52.82,2019086,"$107,000,000.00",0.5
Exfoliants,2009,78.1,2176929,"$170,000,000.00",18.93
Exfoliants,2005,81.54,9147970,"$746,000,000.00",9.11
Exfoliants,2006,36.24,818011,"$29,646,578.00",17.49
Exfoliants,2009,107.86,5587474,"$603,000,000.00",4.78
Exfoliants,2001,56.16,2975516,"$167,000,000.00",-7.87
Exfoliants,2008,113.12,7996348,"$905,000,000.00",18.32
Exfoliants,2024,74.73,6404251,"$479,000,000.00",-7.06
Exfoliants,2019,95.95,7746239,"$743,000,000.00",9.78
Exfoliants,2020,106.73,3868295,"$413,000,000.00",0.74
Exfoliants,2003,74.4,6458736,"$481,000,000.00",-1.7
Exfoliants,2006,44.37,8045122,"$357,000,000.00",19.54
Exfoliants,2001,44.76,1106717,"$49,536,301.00",-7.73
Exfoliants,2000,17.71,4980944,"$88,203,885.00",1.37
Exfoliants,2018,61.39,7187219,"$441,000,000.00",13.81
Exfoliants,2019,109.84,1529391,"$168,000,000.00",2.63
Exfoliants,2007,61.86,7174267,"$444,000,000.00",19.69
Exfoliants,2012,60.04,6100062,"$366,000,000.00",12.74
Exfoliants,2004,66.04,7761896,"$513,000,000.00",8.42
Exfoliants,2002,46.01,3911733,"$180,000,000.00",9.23
Exfoliants,2022,36.02,3748897,"$135,000,000.00",15.27
Exfoliants,2015,48.36,3205829,"$155,000,000.00",-7.67
Exfoliants,2007,75.24,3798391,"$286,000,000.00",3.35
Exfoliants,2004,13.03,9449269,"$123,000,000.00",13.32
Exfoliants,2024,76.73,2668232,"$205,000,000.00",17.04
Exfoliants,2006,77.8,1467786,"$114,000,000.00",18
Exfoliants,2005,23.59,8465153,"$200,000,000.00",-7.67
Exfoliants,2022,17.41,9526547,"$166,000,000.00",14.08
Exfoliants,2018,106.59,9912387,"$1,060,000,000.00",4.48
Exfoliants,2004,89.64,806652,"$72,311,286.00",5.44
Exfoliants,2015,64.36,7083920,"$456,000,000.00",15.56
Exfoliants,2015,102.68,9111597,"$936,000,000.00",3.27
Exfoliants,2004,60.53,6458601,"$391,000,000.00",9.8
Exfoliants,2023,33.34,5957341,"$199,000,000.00",16.83
Exfoliants,2001,87.46,1210325,"$106,000,000.00",-3.03
Exfoliants,2013,56.75,9197177,"$522,000,000.00",5.41
Exfoliants,2015,119.02,9638163,"$1,150,000,000.00",0.93
Exfoliants,2013,104.58,9757837,"$1,020,000,000.00",2.42
Exfoliants,2021,46.46,9941950,"$462,000,000.00",-5.43
Exfoliants,2010,19.25,7348446,"$141,000,000.00",18.2
Exfoliants,2023,68.36,7360354,"$503,000,000.00",-7.24
Exfoliants,2015,18.34,9071421,"$166,000,000.00",10.92
Exfoliants,2015,71.19,5762482,"$410,000,000.00",12.38
Exfoliants,2005,107.59,4357604,"$469,000,000.00",12.24
Exfoliants,2006,99.4,1865004,"$185,000,000.00",19.65
Exfoliants,2002,65.11,9711807,"$632,000,000.00",6.21
Exfoliants,2012,75.93,5309159,"$403,000,000.00",7.65
Exfoliants,2020,34.7,9284309,"$322,000,000.00",-6.39
Exfoliants,2017,96.04,1193875,"$115,000,000.00",10.18
Exfoliants,2013,32.66,7728855,"$252,000,000.00",4.19
Exfoliants,2024,60.99,8015129,"$489,000,000.00",7.51
Exfoliants,2008,31.35,8210668,"$257,000,000.00",-5.25
Exfoliants,2005,28.86,3524862,"$102,000,000.00",3.9
Exfoliants,2002,41.85,9586279,"$401,000,000.00",13.72
Exfoliants,2011,89.16,4846072,"$432,000,000.00",1.65
Exfoliants,2008,53.12,6477034,"$344,000,000.00",9.74
Exfoliants,2009,52.57,6636157,"$349,000,000.00",3.32
Exfoliants,2006,32.67,6249503,"$204,000,000.00",11.67
Exfoliants,2017,39.42,3221355,"$127,000,000.00",3.59
Exfoliants,2008,78.9,9659535,"$762,000,000.00",6.71
Exfoliants,2004,25.21,4244426,"$107,000,000.00",12.64
Exfoliants,2022,10.19,6646271,"$67,710,905.00",4.18
Exfoliants,2008,20.68,6352104,"$131,000,000.00",3.95
Exfoliants,2017,115.75,4201149,"$486,000,000.00",13.17
Exfoliants,2021,45.31,3377856,"$153,000,000.00",10.03
Exfoliants,2013,59.15,240180,"$14,205,983.00",-2.56
Exfoliants,2024,25.12,1113478,"$27,965,320.00",1.15
Exfoliants,2023,79.98,3484108,"$279,000,000.00",2.1
Exfoliants,2016,19.34,2142229,"$41,420,625.00",15.75
Exfoliants,2023,119.36,1600757,"$191,000,000.00",1.03
Exfoliants,2010,67.04,4826188,"$324,000,000.00",1.25
Exfoliants,2001,16.21,566300,"$9,179,444.00",16.92
Exfoliants,2007,63.77,2880585,"$184,000,000.00",11.72
Exfoliants,2016,90.4,8961920,"$810,000,000.00",-1.12
Exfoliants,2009,56.03,9607946,"$538,000,000.00",10.2
Exfoliants,2018,36.09,3360839,"$121,000,000.00",-6.72
Exfoliants,2000,118.48,6378240,"$756,000,000.00",0.69
Exfoliants,2016,45.27,2360180,"$107,000,000.00",6.81
Exfoliants,2023,51.74,6231855,"$322,000,000.00",16.64
Exfoliants,2009,102.74,5761182,"$592,000,000.00",9.87
Exfoliants,2020,75.7,9323315,"$706,000,000.00",2.16
Exfoliants,2024,82.78,817107,"$67,639,123.00",10.79
Exfoliants,2011,75.37,8986994,"$677,000,000.00",14.33
Exfoliants,2005,36.14,2793569,"$101,000,000.00",19.15
Exfoliants,2004,65.57,1932029,"$127,000,000.00",1.43
Exfoliants,2011,24.09,7891066,"$190,000,000.00",1.11
Exfoliants,2016,105.22,3659850,"$385,000,000.00",10.16
Exfoliants,2008,77.39,4989164,"$386,000,000.00",-3.15
