Year,Category,Dollar Sales UD
2010,Cleanser,"$724,000,000.00 "
2006,Cleanser,"$283,000,000.00 "
2001,Cleanser,"$57,866,070.00 "
2018,Cleanser,"$242,000,000.00 "
2010,Cleanser,"$421,000,000.00 "
2022,Cleanser,"$371,000,000.00 "
2013,Cleanser,"$755,000,000.00 "
2019,Cleanser,"$9,812,672.00 "
2023,Cleanser,"$39,221,996.00 "
2000,Cleanser,"$333,000,000.00 "
2003,Cleanser,"$228,000,000.00 "
2011,Cleanser,"$935,000,000.00 "
2008,Cleanser,"$420,000,000.00 "
2017,Cleanser,"$763,000,000.00 "
2022,Cleanser,"$699,000,000.00 "
2014,Cleanser,"$631,000,000.00 "
2024,Cleanser,"$123,000,000.00 "
2023,Cleanser,"$544,000,000.00 "
2006,Cleanser,"$939,000,000.00 "
2001,Cleanser,"$214,000,000.00 "
2022,Cleanser,"$855,000,000.00 "
2012,Cleanser,"$228,000,000.00 "
2001,Cleanser,"$1,000,000,000.00 "
2012,Cleanser,"$380,000,000.00 "
2014,Cleanser,"$725,000,000.00 "
2014,Cleanser,"$248,000,000.00 "
2018,Cleanser,"$120,000,000.00 "
2021,Cleanser,"$825,000,000.00 "
2014,Cleanser,"$1,070,000,000.00 "
2020,Cleanser,"$48,978,889.00 "
2016,Cleanser,"$546,000,000.00 "
2016,Cleanser,"$370,000,000.00 "
2009,Cleanser,"$319,000,000.00 "
2017,Cleanser,"$131,000,000.00 "
2022,Cleanser,"$60,492,244.00 "
2007,Cleanser,"$117,000,000.00 "
2017,Cleanser,"$829,000,000.00 "
2023,Cleanser,"$127,000,000.00 "
2003,Cleanser,"$81,153,526.00 "
2013,Cleanser,"$413,000,000.00 "
2024,Cleanser,"$70,402,333.00 "
2021,Cleanser,"$467,000,000.00 "
2003,Cleanser,"$78,589,890.00 "
2003,Cleanser,"$527,000,000.00 "
2014,Cleanser,"$517,000,000.00 "
2018,Cleanser,"$10,300,304.00 "
2013,Cleanser,"$457,000,000.00 "
2005,Cleanser,"$127,000,000.00 "
2024,Cleanser,"$371,000,000.00 "
2000,Cleanser,"$49,707,376.00 "
2001,Cleanser,"$237,000,000.00 "
2005,Cleanser,"$319,000,000.00 "
2004,Cleanser,"$322,000,000.00 "
2020,Cleanser,"$60,488,066.00 "
2010,Cleanser,"$287,000,000.00 "
2015,Cleanser,"$70,815,980.00 "
2016,Cleanser,"$239,000,000.00 "
2023,Cleanser,"$438,000,000.00 "
2021,Cleanser,"$213,000,000.00 "
2015,Cleanser,"$175,000,000.00 "
2020,Cleanser,"$14,501,355.00 "
2009,Cleanser,"$90,531,155.00 "
2024,Cleanser,"$149,000,000.00 "
2002,Cleanser,"$774,000,000.00 "
2018,Cleanser,"$568,000,000.00 "
2018,Cleanser,"$36,173,707.00 "
2001,Cleanser,"$152,000,000.00 "
2014,Cleanser,"$410,000,000.00 "
2020,Cleanser,"$605,000,000.00 "
2023,Cleanser,"$559,000,000.00 "
2000,Cleanser,"$403,000,000.00 "
2022,Cleanser,"$626,000,000.00 "
2007,Cleanser,"$71,569,456.00 "
2002,Cleanser,"$79,775,452.00 "
2016,Cleanser,"$163,000,000.00 "
2018,Cleanser,"$65,063,502.00 "
2018,Cleanser,"$945,000,000.00 "
2006,Cleanser,"$428,000,000.00 "
2009,Cleanser,"$128,000,000.00 "
2023,Cleanser,"$13,440,861.00 "
2015,Cleanser,"$132,000,000.00 "
2013,Cleanser,"$373,000,000.00 "
2003,Cleanser,"$85,533,225.00 "
2022,Cleanser,"$321,000,000.00 "
2020,Cleanser,"$53,806,097.00 "
2002,Cleanser,"$136,000,000.00 "
2003,Cleanser,"$108,000,000.00 "
2015,Cleanser,"$736,000,000.00 "
2012,Cleanser,"$229,000,000.00 "
2004,Cleanser,"$690,000,000.00 "
2017,Cleanser,"$613,000,000.00 "
2010,Cleanser,"$166,000,000.00 "
2020,Cleanser,"$151,000,000.00 "
2013,Cleanser,"$94,172,101.00 "
2019,Cleanser,"$166,000,000.00 "
2008,Cleanser,"$556,000,000.00 "
2015,Cleanser,"$354,000,000.00 "
2015,Cleanser,"$271,000,000.00 "
2004,Cleanser,"$48,369,195.00 "
2006,Cleanser,"$876,000,000.00 "
2000,Cleanser,"$383,000,000.00 "
2017,Cleanser,"$286,000,000.00 "
2024,Cleanser,"$128,000,000.00 "
2003,Cleanser,"$255,000,000.00 "
2007,Cleanser,"$1,000,000,000.00 "
2001,Cleanser,"$257,000,000.00 "
2005,Cleanser,"$197,000,000.00 "
2017,Cleanser,"$408,000,000.00 "
2015,Cleanser,"$399,000,000.00 "
2010,Cleanser,"$242,000,000.00 "
2022,Cleanser,"$648,000,000.00 "
2020,Cleanser,"$972,000,000.00 "
2004,Cleanser,"$167,000,000.00 "
2017,Cleanser,"$969,000,000.00 "
2007,Cleanser,"$247,000,000.00 "
2019,Cleanser,"$84,227,129.00 "
2000,Cleanser,"$210,000,000.00 "
2004,Cleanser,"$62,400,359.00 "
2002,Cleanser,"$57,896,222.00 "
2024,Cleanser,"$326,000,000.00 "
2010,Cleanser,"$97,391,732.00 "
2010,Cleanser,"$344,000,000.00 "
2022,Cleanser,"$615,000,000.00 "
2022,Cleanser,"$355,000,000.00 "
2008,Cleanser,"$51,002,627.00 "
2020,Cleanser,"$60,889,196.00 "
2023,Cleanser,"$131,000,000.00 "
2000,Cleanser,"$43,298,967.00 "
2006,Cleanser,"$416,000,000.00 "
2022,Exfoliants,"$81,117,734.00 "
2016,Exfoliants,"$763,000,000.00 "
2001,Exfoliants,"$188,000,000.00 "
2002,Exfoliants,"$98,492,977.00 "
2007,Exfoliants,"$494,000,000.00 "
2006,Exfoliants,"$188,000,000.00 "
2009,Exfoliants,"$619,000,000.00 "
2012,Exfoliants,"$428,000,000.00 "
2006,Exfoliants,"$147,000,000.00 "
2006,Exfoliants,"$102,000,000.00 "
2001,Exfoliants,"$709,000,000.00 "
2007,Exfoliants,"$100,000,000.00 "
2014,Exfoliants,"$409,000,000.00 "
2008,Exfoliants,"$438,000,000.00 "
2011,Exfoliants,"$39,185,067.00 "
2007,Exfoliants,"$164,000,000.00 "
2001,Exfoliants,"$167,000,000.00 "
2011,Exfoliants,"$710,000,000.00 "
2001,Exfoliants,"$405,000,000.00 "
2021,Exfoliants,"$295,000,000.00 "
2014,Exfoliants,"$242,000,000.00 "
2007,Exfoliants,"$46,507,312.00 "
2010,Exfoliants,"$126,000,000.00 "
2009,Exfoliants,"$68,450,271.00 "
2015,Exfoliants,"$725,000,000.00 "
2009,Exfoliants,"$44,892,606.00 "
2016,Exfoliants,"$193,000,000.00 "
2022,Exfoliants,"$671,000,000.00 "
2021,Exfoliants,"$1,080,000,000.00 "
2008,Exfoliants,"$47,899,914.00 "
2002,Exfoliants,"$188,000,000.00 "
2020,Exfoliants,"$499,000,000.00 "
2006,Exfoliants,"$93,630,474.00 "
2007,Exfoliants,"$16,415,471.00 "
2004,Exfoliants,"$137,000,000.00 "
2022,Exfoliants,"$381,000,000.00 "
2001,Exfoliants,"$251,000,000.00 "
2023,Exfoliants,"$175,000,000.00 "
2009,Exfoliants,"$23,058,496.00 "
2012,Exfoliants,"$122,000,000.00 "
2017,Exfoliants,"$561,000,000.00 "
2005,Exfoliants,"$758,000,000.00 "
2014,Exfoliants,"$597,000,000.00 "
2007,Exfoliants,"$99,184,337.00 "
2007,Exfoliants,"$35,432,884.00 "
2008,Exfoliants,"$455,000,000.00 "
2008,Exfoliants,"$810,000,000.00 "
2018,Exfoliants,"$119,000,000.00 "
2021,Exfoliants,"$429,000,000.00 "
2002,Exfoliants,"$488,000,000.00 "
2014,Exfoliants,"$29,513,704.00 "
2018,Exfoliants,"$256,000,000.00 "
2010,Exfoliants,"$85,146,347.00 "
2008,Exfoliants,"$258,000,000.00 "
2002,Exfoliants,"$316,000,000.00 "
2023,Exfoliants,"$915,000,000.00 "
2014,Exfoliants,"$269,000,000.00 "
2002,Exfoliants,"$311,000,000.00 "
2017,Exfoliants,"$7,642,864.00 "
2005,Exfoliants,"$263,000,000.00 "
2006,Exfoliants,"$165,000,000.00 "
2017,Exfoliants,"$173,000,000.00 "
2005,Exfoliants,"$275,000,000.00 "
2003,Exfoliants,"$253,000,000.00 "
2012,Exfoliants,"$460,000,000.00 "
2009,Exfoliants,"$706,000,000.00 "
2021,Exfoliants,"$600,000,000.00 "
2010,Exfoliants,"$387,000,000.00 "
2016,Exfoliants,"$307,000,000.00 "
2024,Exfoliants,"$131,000,000.00 "
2024,Exfoliants,"$392,000,000.00 "
2018,Exfoliants,"$375,000,000.00 "
2013,Exfoliants,"$424,000,000.00 "
2009,Exfoliants,"$1,140,000,000.00 "
2013,Exfoliants,"$643,000,000.00 "
2004,Exfoliants,"$253,000,000.00 "
2016,Exfoliants,"$43,378,855.00 "
2014,Exfoliants,"$653,000,000.00 "
2001,Exfoliants,"$498,000,000.00 "
2009,Exfoliants,"$741,000,000.00 "
2020,Exfoliants,"$95,039,528.00 "
2009,Exfoliants,"$180,000,000.00 "
2007,Exfoliants,"$976,000,000.00 "
2005,Exfoliants,"$127,000,000.00 "
2001,Exfoliants,"$579,000,000.00 "
2024,Exfoliants,"$617,000,000.00 "
2010,Exfoliants,"$41,664,337.00 "
2020,Exfoliants,"$478,000,000.00 "
2011,Exfoliants,"$116,000,000.00 "
2017,Exfoliants,"$706,000,000.00 "
2019,Exfoliants,"$234,000,000.00 "
2006,Exfoliants,"$29,919,514.00 "
2014,Exfoliants,"$81,871,861.00 "
2023,Exfoliants,"$34,245,595.00 "
2008,Exfoliants,"$175,000,000.00 "
2009,Exfoliants,"$740,000,000.00 "
2017,Exfoliants,"$416,000,000.00 "
2014,Exfoliants,"$706,000,000.00 "
2019,Exfoliants,"$434,000,000.00 "
2004,Exfoliants,"$375,000,000.00 "
2020,Exfoliants,"$71,152,168.00 "
2003,Exfoliants,"$237,000,000.00 "
2007,Exfoliants,"$544,000,000.00 "
2013,Exfoliants,"$70,715,949.00 "
2002,Exfoliants,"$75,728,208.00 "
2008,Exfoliants,"$423,000,000.00 "
2007,Exfoliants,"$64,348,927.00 "
2006,Exfoliants,"$224,000,000.00 "
2020,Exfoliants,"$135,000,000.00 "
2007,Exfoliants,"$16,889,703.00 "
2007,Exfoliants,"$471,000,000.00 "
2000,Exfoliants,"$373,000,000.00 "
2015,Exfoliants,"$568,000,000.00 "
2009,Exfoliants,"$370,000,000.00 "
2008,Exfoliants,"$257,000,000.00 "
2001,Exfoliants,"$127,000,000.00 "
2002,Exfoliants,"$892,000,000.00 "
2004,Exfoliants,"$103,000,000.00 "
2001,Exfoliants,"$247,000,000.00 "
2009,Exfoliants,"$67,423,375.00 "
2010,Exfoliants,"$103,000,000.00 "
2016,Exfoliants,"$251,000,000.00 "
2021,Exfoliants,"$121,000,000.00 "
2016,Exfoliants,"$316,000,000.00 "
2005,Exfoliants,"$6,654,364.00 "
2009,Exfoliants,"$922,000,000.00 "
2019,Exfoliants,"$547,000,000.00 "
2013,Exfoliants,"$468,000,000.00 "
2018,Exfoliants,"$68,294,258.00 "
2005,Exfoliants,"$123,000,000.00 "
2024,Exfoliants,"$383,000,000.00 "
2004,Exfoliants,"$81,351,002.00 "
2003,Exfoliants,"$104,000,000.00 "
2020,Exfoliants,"$427,000,000.00 "
2016,Exfoliants,"$405,000,000.00 "
2021,Exfoliants,"$397,000,000.00 "
2009,Exfoliants,"$66,308,088.00 "
2024,Exfoliants,"$532,000,000.00 "
2006,Exfoliants,"$534,000,000.00 "
2013,Exfoliants,"$184,000,000.00 "
2018,Exfoliants,"$271,000,000.00 "
2007,Exfoliants,"$161,000,000.00 "
2003,Exfoliants,"$318,000,000.00 "
2008,Exfoliants,"$268,000,000.00 "
2010,Exfoliants,"$987,000,000.00 "
2017,Exfoliants,"$334,000,000.00 "
2016,Exfoliants,"$241,000,000.00 "
2010,Exfoliants,"$242,000,000.00 "
2020,Exfoliants,"$323,000,000.00 "
2013,Exfoliants,"$415,000,000.00 "
2004,Exfoliants,"$777,000,000.00 "
2022,Exfoliants,"$336,000,000.00 "
2017,Exfoliants,"$59,879,204.00 "
2013,Exfoliants,"$27,493,381.00 "
2019,Exfoliants,"$40,568,492.00 "
2005,Exfoliants,"$37,829,415.00 "
2024,Exfoliants,"$683,000,000.00 "
2007,Exfoliants,"$202,000,000.00 "
2022,Exfoliants,"$688,000,000.00 "
2020,Exfoliants,"$87,912,325.00 "
2009,Exfoliants,"$351,000,000.00 "
2002,Exfoliants,"$274,000,000.00 "
2000,Exfoliants,"$845,000,000.00 "
2020,Exfoliants,"$704,000,000.00 "
2005,Exfoliants,"$619,000,000.00 "
2015,Exfoliants,"$865,000,000.00 "
2007,Exfoliants,"$528,000,000.00 "
2010,Exfoliants,"$231,000,000.00 "
2002,Exfoliants,"$194,000,000.00 "
2012,Exfoliants,"$288,000,000.00 "
2021,Exfoliants,"$742,000,000.00 "
2004,Exfoliants,"$938,000,000.00 "
2018,Exfoliants,"$603,000,000.00 "
2017,Exfoliants,"$72,997,970.00 "
2007,Exfoliants,"$313,000,000.00 "
2011,Exfoliants,"$342,000,000.00 "
2001,Exfoliants,"$99,924,512.00 "
2002,Exfoliants,"$961,000,000.00 "
2023,Exfoliants,"$83,083,475.00 "
2011,Exfoliants,"$97,355,122.00 "
2006,Exfoliants,"$588,000,000.00 "
2007,Exfoliants,"$556,000,000.00 "
2006,Exfoliants,"$499,000,000.00 "
2024,Exfoliants,"$409,000,000.00 "
2023,Exfoliants,"$187,000,000.00 "
2016,Exfoliants,"$95,266,872.00 "
2022,Exfoliants,"$59,667,125.00 "
2014,Exfoliants,"$598,000,000.00 "
2018,Exfoliants,"$247,000,000.00 "
2007,Exfoliants,"$504,000,000.00 "
2011,Exfoliants,"$112,000,000.00 "
2020,Exfoliants,"$339,000,000.00 "
2012,Exfoliants,"$573,000,000.00 "
2021,Exfoliants,"$194,000,000.00 "
2004,Exfoliants,"$188,000,000.00 "
2017,Exfoliants,"$39,177,112.00 "
2001,Exfoliants,"$176,000,000.00 "
2003,Exfoliants,"$28,384,979.00 "
2020,Exfoliants,"$44,472,401.00 "
2003,Exfoliants,"$220,000,000.00 "
2002,Exfoliants,"$711,000,000.00 "
2023,Exfoliants,"$107,000,000.00 "
2009,Exfoliants,"$170,000,000.00 "
2005,Exfoliants,"$746,000,000.00 "
2006,Exfoliants,"$29,646,578.00 "
2009,Exfoliants,"$603,000,000.00 "
2001,Exfoliants,"$167,000,000.00 "
2008,Exfoliants,"$905,000,000.00 "
2024,Exfoliants,"$479,000,000.00 "
2019,Exfoliants,"$743,000,000.00 "
2020,Exfoliants,"$413,000,000.00 "
2003,Exfoliants,"$481,000,000.00 "
2006,Exfoliants,"$357,000,000.00 "
2001,Exfoliants,"$49,536,301.00 "
2000,Exfoliants,"$88,203,885.00 "
2018,Exfoliants,"$441,000,000.00 "
2019,Exfoliants,"$168,000,000.00 "
2007,Exfoliants,"$444,000,000.00 "
2012,Exfoliants,"$366,000,000.00 "
2004,Exfoliants,"$513,000,000.00 "
2002,Exfoliants,"$180,000,000.00 "
2022,Exfoliants,"$135,000,000.00 "
2015,Exfoliants,"$155,000,000.00 "
2007,Exfoliants,"$286,000,000.00 "
2004,Exfoliants,"$123,000,000.00 "
2024,Exfoliants,"$205,000,000.00 "
2006,Exfoliants,"$114,000,000.00 "
2005,Exfoliants,"$200,000,000.00 "
2022,Exfoliants,"$166,000,000.00 "
2018,Exfoliants,"$1,060,000,000.00 "
2004,Exfoliants,"$72,311,286.00 "
2015,Exfoliants,"$456,000,000.00 "
2015,Exfoliants,"$936,000,000.00 "
2004,Exfoliants,"$391,000,000.00 "
2023,Exfoliants,"$199,000,000.00 "
2001,Exfoliants,"$106,000,000.00 "
2013,Exfoliants,"$522,000,000.00 "
2015,Exfoliants,"$1,150,000,000.00 "
2013,Exfoliants,"$1,020,000,000.00 "
2021,Exfoliants,"$462,000,000.00 "
2010,Exfoliants,"$141,000,000.00 "
2023,Exfoliants,"$503,000,000.00 "
2015,Exfoliants,"$166,000,000.00 "
2015,Exfoliants,"$410,000,000.00 "
2005,Exfoliants,"$469,000,000.00 "
2006,Exfoliants,"$185,000,000.00 "
2002,Exfoliants,"$632,000,000.00 "
2012,Exfoliants,"$403,000,000.00 "
2020,Exfoliants,"$322,000,000.00 "
2017,Exfoliants,"$115,000,000.00 "
2013,Exfoliants,"$252,000,000.00 "
2024,Exfoliants,"$489,000,000.00 "
2008,Exfoliants,"$257,000,000.00 "
2005,Exfoliants,"$102,000,000.00 "
2002,Exfoliants,"$401,000,000.00 "
2011,Exfoliants,"$432,000,000.00 "
2008,Exfoliants,"$344,000,000.00 "
2009,Exfoliants,"$349,000,000.00 "
2006,Exfoliants,"$204,000,000.00 "
2017,Exfoliants,"$127,000,000.00 "
2008,Exfoliants,"$762,000,000.00 "
2004,Exfoliants,"$107,000,000.00 "
2022,Exfoliants,"$67,710,905.00 "
2008,Exfoliants,"$131,000,000.00 "
2017,Exfoliants,"$486,000,000.00 "
2021,Exfoliants,"$153,000,000.00 "
2013,Exfoliants,"$14,205,983.00 "
2024,Exfoliants,"$27,965,320.00 "
2023,Exfoliants,"$279,000,000.00 "
2016,Exfoliants,"$41,420,625.00 "
2023,Exfoliants,"$191,000,000.00 "
2010,Exfoliants,"$324,000,000.00 "
2001,Exfoliants,"$9,179,444.00 "
2007,Exfoliants,"$184,000,000.00 "
2016,Exfoliants,"$810,000,000.00 "
2009,Exfoliants,"$538,000,000.00 "
2018,Exfoliants,"$121,000,000.00 "
2000,Exfoliants,"$756,000,000.00 "
2016,Exfoliants,"$107,000,000.00 "
2023,Exfoliants,"$322,000,000.00 "
2009,Exfoliants,"$592,000,000.00 "
2020,Exfoliants,"$706,000,000.00 "
2024,Exfoliants,"$67,639,123.00 "
2011,Exfoliants,"$677,000,000.00 "
2005,Exfoliants,"$101,000,000.00 "
2004,Exfoliants,"$127,000,000.00 "
2011,Exfoliants,"$190,000,000.00 "
2016,Exfoliants,"$385,000,000.00 "
2008,Exfoliants,"$386,000,000.00 "
2002,Exfoliants,"$188,000,000.00 "
2024,Exfoliants,"$482,000,000.00 "
2000,Exfoliants,"$100,000,000.00 "
2018,Exfoliants,"$120,000,000.00 "
2008,Exfoliants,"$724,000,000.00 "
2019,Exfoliants,"$113,000,000.00 "
2003,Exfoliants,"$605,000,000.00 "
2012,Exfoliants,"$862,000,000.00 "
2016,Exfoliants,"$654,000,000.00 "
2005,Exfoliants,"$275,000,000.00 "
2024,Exfoliants,"$87,426,111.00 "
2004,Exfoliants,"$587,000,000.00 "
2017,Exfoliants,"$46,386,378.00 "
2023,Exfoliants,"$256,000,000.00 "
2001,Exfoliants,"$710,000,000.00 "
2002,Exfoliants,"$45,530,151.00 "
2004,Exfoliants,"$649,000,000.00 "
2020,Exfoliants,"$500,000,000.00 "
2015,Exfoliants,"$1,140,000,000.00 "
2008,Exfoliants,"$119,000,000.00 "
2001,Exfoliants,"$57,617,344.00 "
2010,Exfoliants,"$67,647,126.00 "
2007,Exfoliants,"$134,000,000.00 "
2018,Exfoliants,"$239,000,000.00 "
2020,Exfoliants,"$23,256,466.00 "
2024,Exfoliants,"$27,198,334.00 "
2021,Exfoliants,"$21,145,569.00 "
2000,Exfoliants,"$91,743,388.00 "
2012,Exfoliants,"$168,000,000.00 "
2005,Exfoliants,"$691,000,000.00 "
2012,Exfoliants,"$288,000,000.00 "
2013,Exfoliants,"$546,000,000.00 "
2001,Exfoliants,"$401,000,000.00 "
2020,Exfoliants,"$600,000,000.00 "
2023,Exfoliants,"$206,000,000.00 "
2017,Exfoliants,"$803,000,000.00 "
2009,Exfoliants,"$119,000,000.00 "
2014,Exfoliants,"$318,000,000.00 "
2001,Exfoliants,"$54,295,091.00 "
2022,Exfoliants,"$266,000,000.00 "
2004,Exfoliants,"$792,000,000.00 "
2024,Exfoliants,"$56,935,137.00 "
2018,Exfoliants,"$437,000,000.00 "
2004,Exfoliants,"$497,000,000.00 "
2007,Exfoliants,"$501,000,000.00 "
2012,Exfoliants,"$154,000,000.00 "
2009,Exfoliants,"$444,000,000.00 "
2014,Exfoliants,"$220,000,000.00 "
2020,Exfoliants,"$233,000,000.00 "
2008,Exfoliants,"$109,000,000.00 "
2008,Exfoliants,"$594,000,000.00 "
2021,Exfoliants,"$122,000,000.00 "
2002,Exfoliants,"$338,000,000.00 "
2020,Exfoliants,"$299,000,000.00 "
2016,Exfoliants,"$135,000,000.00 "
2009,Exfoliants,"$752,000,000.00 "
2014,Exfoliants,"$185,000,000.00 "
2007,Exfoliants,"$805,000,000.00 "
2023,Exfoliants,"$152,000,000.00 "
2013,Exfoliants,"$56,735,859.00 "
2013,Exfoliants,"$192,000,000.00 "
2007,Exfoliants,"$42,875,921.00 "
2009,Exfoliants,"$903,000,000.00 "
2006,Exfoliants,"$426,000,000.00 "
2018,Exfoliants,"$313,000,000.00 "
2017,Exfoliants,"$588,000,000.00 "
2016,Exfoliants,"$616,000,000.00 "
2006,Exfoliants,"$20,365,789.00 "
2018,Exfoliants,"$14,334,411.00 "
2013,Exfoliants,"$681,000,000.00 "
2021,Exfoliants,"$829,000,000.00 "
2014,Exfoliants,"$355,000,000.00 "
2024,Exfoliants,"$909,000,000.00 "
2010,Exfoliants,"$593,000,000.00 "
2019,Exfoliants,"$755,000,000.00 "
2015,Exfoliants,"$215,000,000.00 "
2024,Exfoliants,"$797,000,000.00 "
2010,Exfoliants,"$356,000,000.00 "
2007,Exfoliants,"$49,172,563.00 "
2004,Exfoliants,"$46,591,375.00 "
2017,Exfoliants,"$829,000,000.00 "
2010,Exfoliants,"$26,357,507.00 "
2023,Exfoliants,"$22,681,857.00 "
2009,Exfoliants,"$90,821,576.00 "
2010,Exfoliants,"$81,089,934.00 "
2015,Exfoliants,"$80,374,252.00 "
2024,Exfoliants,"$121,000,000.00 "
2006,Exfoliants,"$116,000,000.00 "
2020,Exfoliants,"$149,000,000.00 "
2003,Exfoliants,"$670,000,000.00 "
2001,Exfoliants,"$203,000,000.00 "
2018,Exfoliants,"$552,000,000.00 "
2004,Exfoliants,"$241,000,000.00 "
2002,Exfoliants,"$82,415,453.00 "
2003,Exfoliants,"$271,000,000.00 "
2021,Exfoliants,"$124,000,000.00 "
2014,Exfoliants,"$482,000,000.00 "
2019,Exfoliants,"$165,000,000.00 "
2004,Exfoliants,"$163,000,000.00 "
2019,Exfoliants,"$129,000,000.00 "
2023,Exfoliants,"$212,000,000.00 "
2019,Exfoliants,"$187,000,000.00 "
2014,Exfoliants,"$179,000,000.00 "
2007,Exfoliants,"$253,000,000.00 "
2022,Exfoliants,"$185,000,000.00 "
2009,Exfoliants,"$295,000,000.00 "
2006,Exfoliants,"$814,000,000.00 "
2019,Exfoliants,"$926,000,000.00 "
2009,Exfoliants,"$137,000,000.00 "
2018,Exfoliants,"$384,000,000.00 "
2022,Exfoliants,"$250,000,000.00 "
2004,Exfoliants,"$188,000,000.00 "
2013,Exfoliants,"$408,000,000.00 "
2005,Exfoliants,"$733,000,000.00 "
2002,Exfoliants,"$278,000,000.00 "
2005,Exfoliants,"$98,153,222.00 "
2007,Exfoliants,"$951,000,000.00 "
2020,Exfoliants,"$864,000,000.00 "
2003,Exfoliants,"$69,141,261.00 "
2021,Exfoliants,"$446,000,000.00 "
2013,Exfoliants,"$337,000,000.00 "
2000,Exfoliants,"$145,000,000.00 "
2005,Exfoliants,"$252,000,000.00 "
2023,Exfoliants,"$623,000,000.00 "
2021,Exfoliants,"$745,000,000.00 "
2014,Exfoliants,"$297,000,000.00 "
2023,Exfoliants,"$17,539,662.00 "
2000,Exfoliants,"$228,000,000.00 "
2006,Exfoliants,"$289,000,000.00 "
2003,Exfoliants,"$301,000,000.00 "
2011,Exfoliants,"$121,000,000.00 "
2022,Exfoliants,"$754,000,000.00 "
2022,Exfoliants,"$200,000,000.00 "
2008,Exfoliants,"$475,000,000.00 "
2004,Exfoliants,"$110,000,000.00 "
2021,Exfoliants,"$815,000,000.00 "
2006,Exfoliants,"$634,000,000.00 "
2000,Exfoliants,"$354,000,000.00 "
2013,Exfoliants,"$665,000,000.00 "
2010,Exfoliants,"$737,000,000.00 "
2021,Exfoliants,"$148,000,000.00 "
2021,Exfoliants,"$448,000,000.00 "
2014,Exfoliants,"$936,000,000.00 "
2018,Exfoliants,"$94,997,558.00 "
2014,Exfoliants,"$163,000,000.00 "
2016,Exfoliants,"$240,000,000.00 "
2016,Exfoliants,"$303,000,000.00 "
2013,Exfoliants,"$700,000,000.00 "
2002,Exfoliants,"$454,000,000.00 "
2009,Exfoliants,"$89,911,748.00 "
2021,Exfoliants,"$527,000,000.00 "
2012,Exfoliants,"$212,000,000.00 "
2017,Exfoliants,"$53,064,845.00 "
2008,Exfoliants,"$598,000,000.00 "
2014,Exfoliants,"$116,000,000.00 "
2001,Exfoliants,"$279,000,000.00 "
2016,Exfoliants,"$296,000,000.00 "
2005,Exfoliants,"$316,000,000.00 "
2004,Exfoliants,"$35,879,338.00 "
2006,Exfoliants,"$251,000,000.00 "
2006,Exfoliants,"$467,000,000.00 "
2014,Exfoliants,"$132,000,000.00 "
2021,Exfoliants,"$34,929,434.00 "
2001,Exfoliants,"$619,000,000.00 "
2017,Exfoliants,"$356,000,000.00 "
2016,Exfoliants,"$266,000,000.00 "
2010,Exfoliants,"$629,000,000.00 "
2011,Exfoliants,"$705,000,000.00 "
2005,Exfoliants,"$51,041,761.00 "
2004,Exfoliants,"$790,000,000.00 "
2006,Exfoliants,"$264,000,000.00 "
2011,Exfoliants,"$402,000,000.00 "
2011,Exfoliants,"$782,000,000.00 "
2007,Exfoliants,"$600,000,000.00 "
2005,Exfoliants,"$115,000,000.00 "
2021,Exfoliants,"$206,000,000.00 "
2016,Exfoliants,"$134,000,000.00 "
2020,Exfoliants,"$311,000,000.00 "
2016,Exfoliants,"$37,987,799.00 "
2024,Exfoliants,"$386,000,000.00 "
2005,Exfoliants,"$142,000,000.00 "
2019,Exfoliants,"$270,000,000.00 "
2021,Exfoliants,"$631,000,000.00 "
2024,Exfoliants,"$200,000,000.00 "
2009,Exfoliants,"$23,196,846.00 "
2004,Exfoliants,"$107,000,000.00 "
2013,Exfoliants,"$693,000,000.00 "
2009,Exfoliants,"$269,000,000.00 "
2008,Exfoliants,"$268,000,000.00 "
2005,Exfoliants,"$65,971,951.00 "
2010,Exfoliants,"$15,956,496.00 "
2021,Exfoliants,"$167,000,000.00 "
2011,Exfoliants,"$71,940,533.00 "
2024,Exfoliants,"$87,999,956.00 "
2017,Exfoliants,"$49,159,325.00 "
2008,Exfoliants,"$196,000,000.00 "
2002,Exfoliants,"$305,000,000.00 "
2013,Exfoliants,"$169,000,000.00 "
2018,Exfoliants,"$81,642,341.00 "
2008,Exfoliants,"$323,000,000.00 "
2011,Exfoliants,"$192,000,000.00 "
2024,Exfoliants,"$114,000,000.00 "
2011,Exfoliants,"$358,000,000.00 "
2021,Exfoliants,"$490,000,000.00 "
2001,Exfoliants,"$14,794,062.00 "
2014,Exfoliants,"$184,000,000.00 "
2008,Exfoliants,"$461,000,000.00 "
2007,Exfoliants,"$368,000,000.00 "
2000,Exfoliants,"$20,751,363.00 "
2011,Exfoliants,"$403,000,000.00 "
2020,Exfoliants,"$73,823,316.00 "
2020,Exfoliants,"$78,207,070.00 "
2009,Exfoliants,"$352,000,000.00 "
2020,Exfoliants,"$310,000,000.00 "
2001,Exfoliants,"$331,000,000.00 "
